k,ma_gap_30,ma_gap_7,ret_1d_w,ret_std_30,ret_std_7,zscore_7
0,0.09927453701918243,0.06231711973142951,0.07089074787375522,0.05188442871275036,0.045804910881523775,1.7446873003839423
1,0.023415860439805137,-0.04955079287748821,-0.08719698585735809,0.04669687042002301,0.0324365910184915,-3.3607084394019204
2,0.04471590184668867,-0.014833044296402897,-0.041020107764579906,0.053210914052216396,0.05098598217966066,-0.9909259462183276
3,0.033268810650138834,0.00871693213868691,0.011713643610290956,0.05157105051071039,0.051078204857400875,0.2455460696613059
4,0.09504626511710126,0.0928016056743727,0.10612184650639556,0.04060029388741844,0.022551123113053323,5.50624662866566
