k,ma_gap_30,ma_gap_7,ret_1d_w,ret_std_30,ret_std_7,zscore_7
0,0.05557232684767311,0.023884928701413597,0.029633874991418393,0.05200348541243656,0.05069551946911521,0.6342651770576818
1,0.03705668088006511,-0.007214379085857732,-0.024350437241902192,0.05275274509976608,0.0517802286415888,-0.5796055643211014
2,0.09773955210524324,0.10050625642976661,0.10934679574507253,0.03635708944979564,0.018345083127689964,6.846378052420854
3,0.038699419676676144,-0.040970516783535596,-0.07870360897077765,0.049006300897569695,0.03909584530506931,-2.5840441149706943
4,0.07637554731028533,0.06435564354959525,0.08316883122007133,0.0501078187610172,0.04069584512189594,2.34130987422971
