feature,weight
ret_1d_w,-2.203416853665615
zscore_7,-0.015617452028779328
ret_std_7,1.8454621601391998
ret_std_30,-3.4059407638130073
ma_gap_7,-0.28677247869402833
ma_gap_30,0.20416941731619076
