symbol,regime,num_runs,mean_len,p50_len,p90_len,max_len
XEM,Calm / normal,195,3.9384615384615387,2,9,26
XEM,Choppy high-vol sideways,251,2.8844621513944224,2,6,12
XEM,Sell-off / drawdown,301,1.2524916943521596,1,2,5
XEM_x1,Blow-off rally / parabolic,235,1.2340425531914894,1,2,4
XEM_x1,Bull impulse,33,2.6666666666666665,2,7,11
XEM_x1,Calm / normal,195,3.9384615384615387,2,9,26
XEM_x1,Choppy high-vol sideways,251,2.8844621513944224,2,6,12
XEM_x1,Sell-off / drawdown,301,1.2524916943521596,1,2,5
XEM_x2,Blow-off rally / parabolic,235,1.2340425531914894,1,2,4
XEM_x2,Bull impulse,33,2.6666666666666665,2,7,11
XEM_x2,Calm / normal,195,3.9384615384615387,2,9,26
XEM_x2,Choppy high-vol sideways,251,2.8844621513944224,2,6,12
XEM_x2,Sell-off / drawdown,301,1.2524916943521596,1,2,5
XEM_x3,Blow-off rally / parabolic,235,1.2340425531914894,1,2,4
XEM_x3,Bull impulse,33,2.6666666666666665,2,7,11
XEM_x3,Calm / normal,195,3.9384615384615387,2,9,26
XEM_x3,Choppy high-vol sideways,251,2.8844621513944224,2,6,12
XEM_x3,Sell-off / drawdown,301,1.2524916943521596,1,2,5
XEM_x4,Blow-off rally / parabolic,235,1.2340425531914894,1,2,4
XEM_x4,Bull impulse,33,2.6666666666666665,2,7,11
XEM_x4,Calm / normal,195,3.9384615384615387,2,9,26
XEM_x4,Choppy high-vol sideways,251,2.8844621513944224,2,6,12
XEM_x4,Sell-off / drawdown,301,1.2524916943521596,1,2,5
XLM,Blow-off rally / parabolic,259,1.2162162162162162,1,2,4
XLM,Bull impulse,23,3.347826086956522,2,6,18
XLM,Calm / normal,260,4.292307692307692,3,9,41
XLM,Choppy high-vol sideways,223,2.7488789237668163,2,6,12
XLM,Sell-off / drawdown,311,1.2636655948553055,1,2,4
XLM_x1,Blow-off rally / parabolic,259,1.2162162162162162,1,2,4
XLM_x1,Bull impulse,23,3.347826086956522,2,6,18
XLM_x1,Calm / normal,260,4.292307692307692,3,9,41
XLM_x1,Choppy high-vol sideways,223,2.7488789237668163,2,6,12
XLM_x1,Sell-off / drawdown,311,1.2636655948553055,1,2,4
XLM_x2,Blow-off rally / parabolic,259,1.2162162162162162,1,2,4
XLM_x2,Bull impulse,23,3.347826086956522,2,6,18
XLM_x2,Calm / normal,260,4.292307692307692,3,9,41
XLM_x2,Choppy high-vol sideways,223,2.7488789237668163,2,6,12
XLM_x2,Sell-off / drawdown,311,1.2636655948553055,1,2,4
XLM_x3,Blow-off rally / parabolic,259,1.2162162162162162,1,2,4
XLM_x3,Bull impulse,23,3.347826086956522,2,6,18
XLM_x3,Calm / normal,260,4.292307692307692,3,9,41
XLM_x3,Choppy high-vol sideways,223,2.7488789237668163,2,6,12
XLM_x3,Sell-off / drawdown,311,1.2636655948553055,1,2,4
XLM_x4,Blow-off rally / parabolic,259,1.2162162162162162,1,2,4
XLM_x4,Bull impulse,23,3.347826086956522,2,6,18
XLM_x4,Calm / normal,260,4.292307692307692,3,9,41
XLM_x4,Choppy high-vol sideways,223,2.7488789237668163,2,6,12
XLM_x4,Sell-off / drawdown,311,1.2636655948553055,1,2,4
XMR,Blow-off rally / parabolic,308,1.2662337662337662,1,2,6
XMR,Bull impulse,21,2.142857142857143,1,3,11
XMR,Calm / normal,284,3.6901408450704225,2,8,44
XMR,Choppy high-vol sideways,269,2.475836431226766,2,5,10
XMR,Sell-off / drawdown,337,1.3056379821958457,1,2,5
XMR_x1,Blow-off rally / parabolic,308,1.2662337662337662,1,2,6
XMR_x1,Bull impulse,21,2.142857142857143,1,3,11
XMR_x1,Calm / normal,284,3.6901408450704225,2,8,44
XMR_x1,Choppy high-vol sideways,269,2.475836431226766,2,5,10
XMR_x1,Sell-off / drawdown,337,1.3056379821958457,1,2,5
XMR_x2,Blow-off rally / parabolic,308,1.2662337662337662,1,2,6
XMR_x2,Bull impulse,21,2.142857142857143,1,3,11
XMR_x2,Calm / normal,284,3.6901408450704225,2,8,44
XMR_x2,Choppy high-vol sideways,269,2.475836431226766,2,5,10
XMR_x2,Sell-off / drawdown,337,1.3056379821958457,1,2,5
XMR_x3,Blow-off rally / parabolic,308,1.2662337662337662,1,2,6
XMR_x3,Bull impulse,21,2.142857142857143,1,3,11
XMR_x3,Calm / normal,284,3.6901408450704225,2,8,44
XMR_x3,Choppy high-vol sideways,269,2.475836431226766,2,5,10
XMR_x3,Sell-off / drawdown,337,1.3056379821958457,1,2,5
XMR_x4,Blow-off rally / parabolic,308,1.2662337662337662,1,2,6
XMR_x4,Bull impulse,21,2.142857142857143,1,3,11
XMR_x4,Calm / normal,284,3.6901408450704225,2,8,44
XMR_x4,Choppy high-vol sideways,269,2.475836431226766,2,5,10
XMR_x4,Sell-off / drawdown,337,1.3056379821958457,1,2,5
XRP,Blow-off rally / parabolic,241,1.2323651452282158,1,2,4
XRP,Bull impulse,30,3.566666666666667,2,8,18
XRP,Calm / normal,293,5.378839590443686,3,12,38
XRP,Choppy high-vol sideways,197,2.6142131979695433,2,5,9
XRP,Sell-off / drawdown,302,1.2748344370860927,1,2,6
XRP_x1,Blow-off rally / parabolic,241,1.2323651452282158,1,2,4
XRP_x1,Bull impulse,30,3.566666666666667,2,8,18
XRP_x1,Calm / normal,293,5.378839590443686,3,12,38
XRP_x1,Choppy high-vol sideways,197,2.6142131979695433,2,5,9
XRP_x1,Sell-off / drawdown,302,1.2748344370860927,1,2,6
XRP_x2,Blow-off rally / parabolic,241,1.2323651452282158,1,2,4
XRP_x2,Bull impulse,30,3.566666666666667,2,8,18
XRP_x2,Calm / normal,293,5.378839590443686,3,12,38
XRP_x2,Choppy high-vol sideways,197,2.6142131979695433,2,5,9
XRP_x2,Sell-off / drawdown,302,1.2748344370860927,1,2,6
XRP_x3,Blow-off rally / parabolic,241,1.2323651452282158,1,2,4
XRP_x3,Bull impulse,30,3.566666666666667,2,8,18
XRP_x3,Calm / normal,293,5.378839590443686,3,12,38
XRP_x3,Choppy high-vol sideways,197,2.6142131979695433,2,5,9
XRP_x3,Sell-off / drawdown,302,1.2748344370860927,1,2,6
XRP_x4,Blow-off rally / parabolic,241,1.2323651452282158,1,2,4
XRP_x4,Bull impulse,30,3.566666666666667,2,8,18
XRP_x4,Calm / normal,293,5.378839590443686,3,12,38
XRP_x4,Choppy high-vol sideways,197,2.6142131979695433,2,5,9
XRP_x4,Sell-off / drawdown,302,1.2748344370860927,1,2,6
