feature,weight
ret_1d_w,-2.2525170061783357
zscore_7,-0.01803082721981191
ret_std_7,1.806352256768475
ret_std_30,-3.3831378828603005
ma_gap_7,-0.22640324411893645
ma_gap_30,0.20839025685986085
