feature,weight
ret_1d_w,-2.576757750838741
zscore_7,-0.014154951347388249
ret_std_7,1.9460009559148297
ret_std_30,-3.694471130535396
ma_gap_7,-0.05995940681397559
ma_gap_30,0.1889408215876527
