is_transition,n,mean_ret_fwd1,median_ret_fwd1,std_ret_fwd1,hit_rate_fwd1,sharpe_d_fwd1
true,70435,0.002289992425208707,4.0141023243567275E-4,0.060189891311134926,0.504152764960602,0.038046129928549416
false,96595,0.001635342083878983,-1.332053482743234E-4,0.052089977539168546,0.49836948082198873,0.031394563045248076
