cluster,label,orig_ma_gap_30,orig_ma_gap_7,orig_ret_1d_w,orig_ret_std_30,orig_ret_std_7,orig_zscore_7,scaled_ma_gap_30,scaled_ma_gap_7,scaled_ret_1d_w,scaled_ret_std_30,scaled_ret_std_7,scaled_zscore_7
0,Blow-off rally / parabolic,0.09759640911533977,0.07380095708287922,0.0796570222977469,0.050511139584136625,0.04409368195623252,2.147535059172368,0.16644215355929282,0.6289935786617596,1.3963516474859616,-0.05877214589344538,-0.18125847127254927,1.4509763064734384
1,Calm / normal,-0.0018935906046176135,-0.0010979476667623504,-0.0012348737637303132,0.03741097519861513,0.03221236147312555,-0.05732981059536325,-0.16920478965629185,-0.09574187935205751,-0.05631090910139806,-0.6721371352925504,-0.6260919406231715,-0.04980701162901094
2,Sell-off / drawdown,-0.08667734720961472,-0.08199525543788967,-0.07818801517130058,0.05892222727165413,0.053403951073541886,-1.7408787957410459,-0.4552376454096621,-0.8785189786376549,-1.4382410229609175,0.3350447985710837,0.1673155208126866,-1.1957467319081565
3,Choppy high-vol sideways,0.07578420609383979,0.009999163103591217,0.0060584372237114355,0.0741807498066445,0.07840167192469152,0.03720271118969702,0.09285486549444424,0.011635787700153201,0.07466290040050685,1.049466636152308,1.1032235209281287,0.014538351961511604
4,Bull impulse,1.2027815403778617,0.35904787404987876,0.08602822052068294,0.07827876065193284,0.08902968237581665,0.45325268049409,3.894977805782924,3.389094753787381,1.51076608885375,1.2413402878643236,1.5011333970223357,0.2977306972116066
