feature,weight
ret_1d_w,-2.2034168536656136
zscore_7,-0.01561745202877937
ret_std_7,1.8454621601391985
ret_std_30,-3.4059407638129997
ma_gap_7,-0.28677247869402817
ma_gap_30,0.2041694173161906
