feature,weight
ret_1d_w,-2.2525170061783357
zscore_7,-0.018030827219811918
ret_std_7,1.806352256768478
ret_std_30,-3.383137882860303
ma_gap_7,-0.22640324411893664
ma_gap_30,0.20839025685986087
