feature,weight
ret_1d_w,-2.2872585632141162
zscore_7,-0.01785845176258529
ret_std_7,1.637314053484801
ret_std_30,-3.230531212033142
ma_gap_7,-0.1626938292429095
ma_gap_30,0.1926063055010714
