symbol,transition,n,mean_ret_fwd1,median_ret_fwd1,std_ret_fwd1,hit_rate_fwd1,sharpe_d_fwd1
UNI,Choppy high-vol sideways → Blow-off rally / parabolic,17,0.002355418844107465,-0.011485303465339491,0.06717703820808951,0.4117647058823529,0.03506285640059409
SOL,Choppy high-vol sideways → Blow-off rally / parabolic,27,0.001746750171885858,-0.007178565297896178,0.09500950984391314,0.48148148148148145,0.018385003509180455
ETH,Choppy high-vol sideways → Blow-off rally / parabolic,63,-0.0030061216739586745,-0.012960670554108766,0.05894051929590049,0.3968253968253968,-0.05100263299118507
BTC,Choppy high-vol sideways → Blow-off rally / parabolic,16,-0.006808905914639285,-0.011695450096502746,0.048573073967083776,0.5,-0.14017860840459542
EOS,Choppy high-vol sideways → Blow-off rally / parabolic,43,-0.008919270242021531,-0.021952840225955006,0.08008501481087693,0.32558139534883723,-0.11137252409935423
ATOM,Choppy high-vol sideways → Blow-off rally / parabolic,38,-0.014519822449928294,-0.016863824428329677,0.06515677605764816,0.42105263157894735,-0.22284439667612965
WBTC,Choppy high-vol sideways → Blow-off rally / parabolic,3,-0.02150018448929991,-0.009562087356908222,0.041928995939566054,0.3333333333333333,-0.5127760397670622
BNB,Choppy high-vol sideways → Bull impulse,8,0.11565511658856457,0.16394495813754498,0.08859955125015129,0.875,1.3053691012725879
BTC,Choppy high-vol sideways → Bull impulse,1,0.09305162696342073,0.09305162696342073,,1.0,
XEM,Choppy high-vol sideways → Bull impulse,17,0.05851680315222568,0.07716459625411787,0.10886263429546957,0.6470588235294118,0.5375288181379322
DOGE,Choppy high-vol sideways → Bull impulse,17,0.04666065560676969,0.008478633580282668,0.1284420242704176,0.5882352941176471,0.3632818454225845
ATOM,Choppy high-vol sideways → Bull impulse,5,0.04492441485899268,0.02274964173897409,0.08785454278666814,0.6,0.511349936315529
SOL,Choppy high-vol sideways → Bull impulse,12,0.041858735275034746,-0.005943063985260455,0.09936470918057531,0.5,0.4212636017377653
MIOTA,Choppy high-vol sideways → Bull impulse,12,0.02671713904943965,0.00688089238283357,0.0822663430511108,0.5833333333333334,0.3247639077969068
AAVE,Choppy high-vol sideways → Bull impulse,6,0.02606444492696876,-0.004783880209372704,0.07225675669671719,0.5,0.3607198291001198
LTC,Choppy high-vol sideways → Bull impulse,6,0.021982062006130065,-0.04946919506066205,0.1119622707874555,0.5,0.19633454959001226
XLM,Choppy high-vol sideways → Bull impulse,11,0.020032440213331008,8.078977746799332E-4,0.11026334140036542,0.5454545454545454,0.18167815303722165
XRP,Choppy high-vol sideways → Bull impulse,10,0.015089059657177087,-0.013030812850550966,0.082295521240324,0.4,0.18335213666261582
EOS,Choppy high-vol sideways → Bull impulse,9,0.012026572291808726,-0.004429654481930778,0.10428693841575816,0.4444444444444444,0.11532194227298809
XMR,Choppy high-vol sideways → Bull impulse,13,0.010645963323606879,-0.01689491360423584,0.11005185037641405,0.46153846153846156,0.09673588664973949
ETH,Choppy high-vol sideways → Bull impulse,8,0.010162978683434465,-0.021338969118986695,0.055574934112966906,0.375,0.18286982873926988
UNI,Choppy high-vol sideways → Bull impulse,7,-0.001119165892122988,0.019020116670429132,0.04967321394950884,0.5714285714285714,-0.022530571371133398
ADA,Choppy high-vol sideways → Bull impulse,6,-0.010906035128834812,-0.0880924861072867,0.13128020978210544,0.3333333333333333,-0.08307447974783319
LINK,Choppy high-vol sideways → Bull impulse,17,-0.02663788063825873,-0.04234014093348239,0.08374997418738026,0.17647058823529413,-0.318064344457704
TRX,Choppy high-vol sideways → Bull impulse,14,-0.027748647771705652,-0.03905988206905309,0.09179890523074673,0.2857142857142857,-0.3022764563690204
DOT,Choppy high-vol sideways → Bull impulse,5,-0.04732648085490263,-0.06805873042393396,0.08357945563383078,0.2,-0.5662453828635144
LTC,Choppy high-vol sideways → Calm / normal,29,0.026621056477221825,0.01925741026068084,0.06335845970329504,0.5862068965517241,0.4201657774176818
BTC,Choppy high-vol sideways → Calm / normal,6,0.02206138641651571,0.020219707267559173,0.046914830592917005,0.8333333333333334,0.47024333537391994
SOL,Choppy high-vol sideways → Calm / normal,7,0.021150288768231888,0.013025063957065264,0.11089525951946795,0.5714285714285714,0.19072310989559385
EOS,Choppy high-vol sideways → Calm / normal,21,0.017096399734038585,-0.0029976790367800543,0.06450235551730003,0.42857142857142855,0.2650507814315897
BNB,Choppy high-vol sideways → Calm / normal,11,0.01709328874315337,0.009068217847881588,0.04194386859345099,0.5454545454545454,0.4075277106371221
MIOTA,Choppy high-vol sideways → Calm / normal,10,0.013617745843797819,0.0026298851125171607,0.05766452178822659,0.6,0.23615466532106338
XMR,Choppy high-vol sideways → Calm / normal,32,0.01358942531242643,0.007347669064317941,0.04956148281522305,0.625,0.27419327551379014
ATOM,Choppy high-vol sideways → Calm / normal,9,0.012482687990469513,0.021953450060607782,0.025117761301937422,0.6666666666666666,0.49696658234851043
DOGE,Choppy high-vol sideways → Calm / normal,24,0.011923532800326228,2.0979900317463773E-4,0.05495338397642415,0.5416666666666666,0.21697540601760953
TRX,Choppy high-vol sideways → Calm / normal,15,0.009027880444972426,0.003961127415481602,0.024710785473706365,0.6666666666666666,0.36534170290048396
XLM,Choppy high-vol sideways → Calm / normal,26,0.007386025086986496,0.010390981256096943,0.041983053817844146,0.6153846153846154,0.17592872398070286
DOT,Choppy high-vol sideways → Calm / normal,6,0.007365219293871979,-0.004882691495427416,0.035935063589970194,0.5,0.20495912788443427
ADA,Choppy high-vol sideways → Calm / normal,18,0.0051474006894206125,-0.01006831342223169,0.044904645216973176,0.3333333333333333,0.11462958151765966
CRO,Choppy high-vol sideways → Calm / normal,6,0.004055326687264049,0.01593654008489942,0.05918608257850312,0.6666666666666666,0.0685182480507162
XRP,Choppy high-vol sideways → Calm / normal,31,0.0021154608429477012,1.2543964413413988E-4,0.05369953717684627,0.5161290322580645,0.03939439619341502
XEM,Choppy high-vol sideways → Calm / normal,34,0.0015686440676812934,-0.0036351343206684206,0.049972544264187936,0.5,0.03139011812943529
ETH,Choppy high-vol sideways → Calm / normal,26,-0.001353610721972645,0.0024107452669923646,0.04456352986891283,0.5384615384615384,-0.030374854190285166
UNI,Choppy high-vol sideways → Calm / normal,4,-0.011021174863636518,-0.05504484293369627,0.0710594015028676,0.5,-0.15509805360789253
LINK,Choppy high-vol sideways → Calm / normal,13,-0.027367907875140172,-0.01949230378309208,0.050677298880450077,0.15384615384615385,-0.5400427504966719
WBTC,Choppy high-vol sideways → Calm / normal,2,-0.05646177656794471,-0.059457701523623285,0.004236877704172654,0.0,-13.326270076745145
ADA,Choppy high-vol sideways → Sell-off / drawdown,77,0.01987271952315555,0.01589873780516582,0.06194405207242884,0.6493506493506493,0.3208172352031335
WBTC,Choppy high-vol sideways → Sell-off / drawdown,6,0.01985033290560286,0.0033898196110211387,0.04742273880256035,0.6666666666666666,0.4185825915337294
UNI,Choppy high-vol sideways → Sell-off / drawdown,29,0.014633342910631614,0.01952075756403726,0.07664445749749321,0.6551724137931034,0.19092499821151743
ATOM,Choppy high-vol sideways → Sell-off / drawdown,55,0.014473139265633437,0.016004286917674637,0.06945387413597737,0.6,0.20838490934714174
XEM,Choppy high-vol sideways → Sell-off / drawdown,130,0.014151493653618114,0.010145595044111388,0.07220209573684307,0.5923076923076923,0.1959983780137968
XMR,Choppy high-vol sideways → Sell-off / drawdown,148,0.012952335540303788,0.010926749393131763,0.06005125427805377,0.6283783783783784,0.21568801011767252
DOT,Choppy high-vol sideways → Sell-off / drawdown,20,0.011000966183314554,0.00403730582359163,0.07448724540968896,0.6,0.14768926039361363
EOS,Choppy high-vol sideways → Sell-off / drawdown,80,0.010294526726743516,0.0022261196929218574,0.0661021854088508,0.575,0.15573655640990539
LTC,Choppy high-vol sideways → Sell-off / drawdown,98,0.010196854052732915,0.010386772686436951,0.05881961236762561,0.5918367346938775,0.1733580627665829
TRX,Choppy high-vol sideways → Sell-off / drawdown,96,0.009583895005557024,0.014072151253057275,0.07099830092217714,0.5729166666666666,0.1349876670437811
DOGE,Choppy high-vol sideways → Sell-off / drawdown,103,0.008791493618556813,-0.004120562306271447,0.07999603356487318,0.4854368932038835,0.10989911907853915
BNB,Choppy high-vol sideways → Sell-off / drawdown,60,0.007692407295778399,-8.230010700236434E-4,0.07015625730674857,0.48333333333333334,0.10964677408808181
XLM,Choppy high-vol sideways → Sell-off / drawdown,127,0.0073097453590373,0.007349095021625951,0.06394024297197455,0.5669291338582677,0.11432151363955892
SOL,Choppy high-vol sideways → Sell-off / drawdown,32,0.0062780461781086795,-0.001832035279212274,0.08164808083156105,0.5,0.07689153393648294
XRP,Choppy high-vol sideways → Sell-off / drawdown,113,0.005034710846338328,0.01043855938921201,0.06493783846976364,0.584070796460177,0.0775312354858037
ETH,Choppy high-vol sideways → Sell-off / drawdown,77,0.002325332211996561,-0.0012407283070876574,0.05981770823004225,0.4935064935064935,0.038873642618570084
MIOTA,Choppy high-vol sideways → Sell-off / drawdown,103,0.001528064379989262,0.010501337638912034,0.07090687645798359,0.5728155339805825,0.021550298875380982
CRO,Choppy high-vol sideways → Sell-off / drawdown,36,0.0012776656498963731,-0.013650540864688754,0.05324578845026587,0.3888888888888889,0.023995618941576466
LINK,Choppy high-vol sideways → Sell-off / drawdown,117,9.675307976445889E-4,-0.0023253296790872735,0.07613377796945905,0.4700854700854701,0.01270829877945519
AAVE,Choppy high-vol sideways → Sell-off / drawdown,30,-0.0036578805136647575,-0.00862706055867335,0.07371006191087079,0.4666666666666667,-0.04962525357919
BTC,Choppy high-vol sideways → Sell-off / drawdown,16,-0.004152444819848555,-0.009013727177579867,0.04736710259648249,0.375,-0.08766516405326676
AAVE,Sell-off / drawdown → Blow-off rally / parabolic,10,0.03622212639975668,-0.014057096311057116,0.10885615187229077,0.4,0.33275222187031017
ATOM,Sell-off / drawdown → Blow-off rally / parabolic,29,0.02256657170003198,0.02633266514771515,0.053269880181618774,0.6896551724137931,0.42362722842802203
SOL,Sell-off / drawdown → Blow-off rally / parabolic,10,0.01809410409547646,0.021956490901730685,0.07633184288792451,0.7,0.2370452934307302
DOT,Sell-off / drawdown → Blow-off rally / parabolic,8,0.011792251286151467,0.006863043578654526,0.0780043351973014,0.625,0.15117430661160772
ETH,Sell-off / drawdown → Blow-off rally / parabolic,49,0.008296368183002237,-0.0026833388963272142,0.06206136163708545,0.4897959183673469,0.13368008635576972
LTC,Sell-off / drawdown → Blow-off rally / parabolic,51,0.007851763555271512,5.39684594609291E-4,0.05992054384492245,0.5098039215686274,0.131036253202112
UNI,Sell-off / drawdown → Blow-off rally / parabolic,12,0.0025757938632556174,-0.022087219747415787,0.07622428321829117,0.4166666666666667,0.03379230022903668
XEM,Sell-off / drawdown → Blow-off rally / parabolic,67,0.0024657109246764225,-0.0041375088637103374,0.07089765978233638,0.44776119402985076,0.034778452945364156
XRP,Sell-off / drawdown → Blow-off rally / parabolic,52,0.0022427506700782103,-0.008665995447035557,0.051211696636435565,0.4423076923076923,0.04379371935282772
XLM,Sell-off / drawdown → Blow-off rally / parabolic,61,8.804653362621508E-4,-0.010661506338556448,0.061234945807237026,0.39344262295081966,0.014378478247270586
XMR,Sell-off / drawdown → Blow-off rally / parabolic,69,-6.999251849383777E-4,-0.011818119633121738,0.059705004583059135,0.4057971014492754,-0.011723057218171228
ADA,Sell-off / drawdown → Blow-off rally / parabolic,44,-0.002383940484661714,-0.006637905534202293,0.05288479454092684,0.4318181818181818,-0.045077994636375386
TRX,Sell-off / drawdown → Blow-off rally / parabolic,34,-0.003527506715504287,-0.013773520413467466,0.0697638602274714,0.4411764705882353,-0.050563525355428025
BNB,Sell-off / drawdown → Blow-off rally / parabolic,41,-0.003971162192865073,-6.364757422394618E-5,0.051488778554524474,0.4878048780487805,-0.07712675080570765
LINK,Sell-off / drawdown → Blow-off rally / parabolic,46,-0.005987310087534142,-0.012921710235088923,0.07981157270060418,0.391304347826087,-0.07501806924660209
BTC,Sell-off / drawdown → Blow-off rally / parabolic,41,-0.006014805246929035,-0.006795846974767095,0.039296409056859334,0.43902439024390244,-0.15306246528088624
EOS,Sell-off / drawdown → Blow-off rally / parabolic,34,-0.006724029105681172,-0.006294045175826213,0.051866220174621475,0.4117647058823529,-0.12964178000715942
DOGE,Sell-off / drawdown → Blow-off rally / parabolic,42,-0.008133210128826559,-0.022898958309233386,0.0643915441754463,0.30952380952380953,-0.12630866727883042
MIOTA,Sell-off / drawdown → Blow-off rally / parabolic,35,-0.008251950781146232,-0.011393747474425453,0.06601580905925876,0.34285714285714286,-0.12499961598196743
CRO,Sell-off / drawdown → Blow-off rally / parabolic,22,-0.009649616195179981,0.005233710109567191,0.061207714891647585,0.5454545454545454,-0.15765359337890866
WBTC,Sell-off / drawdown → Blow-off rally / parabolic,16,-0.013427731775245477,-0.017463569512303323,0.042803552762183596,0.375,-0.3137060105699616
DOGE,Sell-off / drawdown → Bull impulse,3,0.15096767448012027,0.16744378466015597,0.037105671897589,1.0,4.068587543618355
BTC,Sell-off / drawdown → Bull impulse,1,0.09305162696342073,0.09305162696342073,,1.0,
XEM,Sell-off / drawdown → Bull impulse,6,0.010707424530224732,-0.030815011520235913,0.12153301025898462,0.5,0.08810301421323644
ETH,Sell-off / drawdown → Bull impulse,1,-0.030636565123541182,-0.030636565123541182,,0.0,
XRP,Sell-off / drawdown → Bull impulse,1,-0.030789467431826867,-0.030789467431826867,,0.0,
MIOTA,Sell-off / drawdown → Bull impulse,1,-0.03781935166015098,-0.03781935166015098,,0.0,
XLM,Sell-off / drawdown → Bull impulse,1,-0.07745672290693184,-0.07745672290693184,,0.0,
LTC,Sell-off / drawdown → Bull impulse,1,-0.11976669820264862,-0.11976669820264862,,0.0,
TRX,Sell-off / drawdown → Bull impulse,1,-0.13603133909482512,-0.13603133909482512,,0.0,
EOS,Sell-off / drawdown → Bull impulse,1,-0.1600146659268663,-0.1600146659268663,,0.0,
SOL,Sell-off / drawdown → Calm / normal,7,0.031138104382716643,0.033946966246654386,0.10259383369037617,0.7142857142857143,0.30350853713772036
UNI,Sell-off / drawdown → Calm / normal,1,0.015564200730719069,0.015564200730719069,,1.0,
TRX,Sell-off / drawdown → Calm / normal,48,0.011664994323237496,0.0046954046068306,0.05191508211308004,0.5833333333333334,0.2246937469506283
DOT,Sell-off / drawdown → Calm / normal,15,0.008871857042675908,0.01985562994918766,0.06695530110127958,0.6,0.13250417661860622
WBTC,Sell-off / drawdown → Calm / normal,43,0.0021203368909741642,0.00367207048590501,0.04536832371526072,0.5813953488372093,0.04673606422581882
AAVE,Sell-off / drawdown → Calm / normal,6,9.324370641465111E-4,0.00835886578009326,0.054490793297907805,0.6666666666666666,0.01711182766323045
XEM,Sell-off / drawdown → Calm / normal,80,-1.1170356681200339E-4,-0.005491392221740998,0.05368913888469468,0.475,-0.0020805617138301142
CRO,Sell-off / drawdown → Calm / normal,47,-8.75952642202099E-4,-0.0019336838813450719,0.04939512201990142,0.46808510638297873,-0.017733585957114866
LINK,Sell-off / drawdown → Calm / normal,43,-0.0015920129253852754,0.0057791994460407725,0.05228012586434405,0.5813953488372093,-0.03045158937673973
DOGE,Sell-off / drawdown → Calm / normal,102,-0.002879095754936657,-0.002994020954255383,0.044066581416330894,0.46078431372549017,-0.06533512839890221
ETH,Sell-off / drawdown → Calm / normal,99,-0.0031290213267967265,-0.0015651178774573893,0.052078344577972696,0.46464646464646464,-0.06008296446734968
XMR,Sell-off / drawdown → Calm / normal,112,-0.003482188377242964,0.003387140001273714,0.043439909352825636,0.5089285714285714,-0.08016104151967937
BTC,Sell-off / drawdown → Calm / normal,154,-0.004105429635640821,4.8091419529061596E-4,0.044058366578642566,0.512987012987013,-0.09318161235761611
MIOTA,Sell-off / drawdown → Calm / normal,51,-0.004605079841275616,-2.8448753922516445E-4,0.04707211756182515,0.49019607843137253,-0.09783030974179656
LTC,Sell-off / drawdown → Calm / normal,150,-0.006773617473280102,-0.0033612945802108385,0.04480725116616254,0.4666666666666667,-0.15117235038946977
XLM,Sell-off / drawdown → Calm / normal,122,-0.006803401080322961,-0.004219223227775792,0.048544387562756544,0.4262295081967213,-0.14014804639419445
XRP,Sell-off / drawdown → Calm / normal,125,-0.007373441703574389,-0.009328059187047266,0.0419075722861502,0.4,-0.17594533162712453
BNB,Sell-off / drawdown → Calm / normal,63,-0.007560079920238706,-0.0023549498937982527,0.04331851301548106,0.4603174603174603,-0.1745230709451385
ATOM,Sell-off / drawdown → Calm / normal,34,-0.009110056924791858,-0.003953039225272459,0.047069759138371664,0.4411764705882353,-0.1935437336318397
EOS,Sell-off / drawdown → Calm / normal,58,-0.01686728218886373,-0.011511033717074515,0.06402572630448189,0.39655172413793105,-0.2634453861350886
ADA,Sell-off / drawdown → Calm / normal,64,-0.018782624570221663,-0.01800459878508942,0.05258915471749776,0.453125,-0.35715775754753104
AAVE,Sell-off / drawdown → Choppy high-vol sideways,29,0.015636930172417778,0.02264036057930152,0.08140824786337236,0.5172413793103449,0.19208041670005319
SOL,Sell-off / drawdown → Choppy high-vol sideways,36,0.012976298339379666,0.013382342170096706,0.07191321704076092,0.5555555555555556,0.1804438582134993
WBTC,Sell-off / drawdown → Choppy high-vol sideways,4,0.011917539683060863,0.003833025714035543,0.07515361155957706,0.75,0.15857574154787474
UNI,Sell-off / drawdown → Choppy high-vol sideways,28,0.01029260273199061,0.0347874777913848,0.08538024797837146,0.6428571428571429,0.120550162077275
BTC,Sell-off / drawdown → Choppy high-vol sideways,17,0.008265523398180907,0.020439834442273153,0.06336612789289985,0.7058823529411765,0.1304407208240833
XRP,Sell-off / drawdown → Choppy high-vol sideways,123,0.0014880670537688076,9.508761062576587E-4,0.06914543456248726,0.5040650406504065,0.02152082871681181
DOGE,Sell-off / drawdown → Choppy high-vol sideways,108,-7.669790074028715E-4,-0.007037870979499594,0.0716570017490455,0.46296296296296297,-0.010703476124900633
EOS,Sell-off / drawdown → Choppy high-vol sideways,91,-0.005267759775915633,0.005564241812181514,0.07683329213814279,0.5164835164835165,-0.06856090152227812
ATOM,Sell-off / drawdown → Choppy high-vol sideways,58,-0.00604759074098021,-0.004008661734536845,0.06807650103480625,0.4827586206896552,-0.08883521698461248
XEM,Sell-off / drawdown → Choppy high-vol sideways,147,-0.006674478151634783,-0.004369921346497385,0.06354437425560204,0.46258503401360546,-0.10503649189757132
CRO,Sell-off / drawdown → Choppy high-vol sideways,37,-0.00689289113396402,-0.014334593682598484,0.06832261276213489,0.3783783783783784,-0.10088740543283399
BNB,Sell-off / drawdown → Choppy high-vol sideways,53,-0.007429939095437742,-0.00635853768953254,0.0679542354440651,0.4716981132075472,-0.10933739518787637
ETH,Sell-off / drawdown → Choppy high-vol sideways,86,-0.009278777043616888,-0.008355364222361931,0.061480929663925696,0.4069767441860465,-0.15092122214705653
LINK,Sell-off / drawdown → Choppy high-vol sideways,113,-0.010583383398328658,-0.008253463429833574,0.07264165647962563,0.46017699115044247,-0.14569303497776187
LTC,Sell-off / drawdown → Choppy high-vol sideways,102,-0.012146136371178937,-0.008218483849335101,0.06502563306495586,0.4215686274509804,-0.18678997494796912
XMR,Sell-off / drawdown → Choppy high-vol sideways,156,-0.0123682134593503,-0.009204837725250492,0.06566184181688275,0.44871794871794873,-0.1883622682081121
DOT,Sell-off / drawdown → Choppy high-vol sideways,17,-0.012411746620770426,-0.012568240690270738,0.08211251902870266,0.4117647058823529,-0.1511553508233241
XLM,Sell-off / drawdown → Choppy high-vol sideways,126,-0.012798219308884513,-0.0145904762021144,0.06979218068680906,0.42063492063492064,-0.18337612011747065
ADA,Sell-off / drawdown → Choppy high-vol sideways,83,-0.013398611861334602,-0.011314582315251176,0.0700937440665583,0.43373493975903615,-0.1911527489330831
MIOTA,Sell-off / drawdown → Choppy high-vol sideways,105,-0.01552185166199348,-0.011967057669568182,0.07259159439932038,0.4380952380952381,-0.21382436617398226
TRX,Sell-off / drawdown → Choppy high-vol sideways,105,-0.02239067510541294,-0.02169976896427661,0.07020353887972235,0.38095238095238093,-0.31893940765257184
