symbol,transition,n,mean_ret_fwd1,median_ret_fwd1,std_ret_fwd1,hit_rate_fwd1,sharpe_d_fwd1
TRX,Blow-off rally / parabolic → Sell-off / drawdown,36,-8.769697023258817E-4,-0.014993328886290236,0.04839537978572765,0.4166666666666667,-0.018120938531915605
XMR,Blow-off rally / parabolic → Sell-off / drawdown,68,-0.0012045703289025682,-0.0036754407972510172,0.058588866151042675,0.47058823529411764,-0.0205597139531114
MIOTA,Blow-off rally / parabolic → Sell-off / drawdown,30,-0.0039996528135250505,-0.006811487356856771,0.06771941352610011,0.5,-0.059062130122900756
CRO,Blow-off rally / parabolic → Sell-off / drawdown,24,-0.004264143943497741,-6.960066059735759E-4,0.05850675698433046,0.5,-0.07288293119100385
BTC,Blow-off rally / parabolic → Sell-off / drawdown,29,-0.0060106718467949965,-0.002796165333308842,0.04710106317853059,0.41379310344827586,-0.12761223295559823
ADA,Blow-off rally / parabolic → Sell-off / drawdown,35,-0.008208530254077435,-0.004817597490339776,0.05281621413701723,0.4857142857142857,-0.1554168618141135
XRP,Blow-off rally / parabolic → Sell-off / drawdown,38,-0.01136372807098844,-0.010359700290770713,0.051258213836072423,0.42105263157894735,-0.22169574826252214
DOGE,Blow-off rally / parabolic → Sell-off / drawdown,41,-0.014648752769089116,-0.004344061280079359,0.04504359909207252,0.43902439024390244,-0.32521275085381074
EOS,Blow-off rally / parabolic → Sell-off / drawdown,31,-0.014912179173638337,-1.3422404538498967E-4,0.06596218488096064,0.4838709677419355,-0.22607163787175574
CRO,Bull impulse → Blow-off rally / parabolic,1,0.12169844096592675,0.12169844096592675,,1.0,
XRP,Bull impulse → Calm / normal,2,0.14100865905192073,0.12895825580402143,0.017041843705243982,1.0,8.274260783680973
ETH,Bull impulse → Calm / normal,1,0.045416120358946266,0.045416120358946266,,1.0,
BTC,Bull impulse → Calm / normal,2,-0.06261226911865903,-0.08769744361032217,0.03547579398060562,0.0,-1.7649293248486202
ATOM,Bull impulse → Choppy high-vol sideways,7,0.08021480412514596,0.1098165042504915,0.08034386622422442,0.7142857142857143,0.9983936284729158
DOT,Bull impulse → Choppy high-vol sideways,8,0.07099511767422023,0.07352990311427643,0.08833657964191816,0.75,0.8036887771974712
UNI,Bull impulse → Choppy high-vol sideways,6,0.06995084318464051,0.03512601834378781,0.08400568164408236,0.8333333333333334,0.8326918110254758
LTC,Bull impulse → Choppy high-vol sideways,10,0.036034030942654206,0.019520752521003715,0.08397563088150987,0.7,0.42910104472449206
BTC,Bull impulse → Choppy high-vol sideways,1,0.0316037711962025,0.0316037711962025,,1.0,
AAVE,Bull impulse → Choppy high-vol sideways,7,0.0270427812654978,0.03060376216568894,0.046101604405660815,0.7142857142857143,0.5865908923156092
SOL,Bull impulse → Choppy high-vol sideways,13,0.02594740953568891,7.373030760038368E-4,0.09625673183288551,0.5384615384615384,0.2695646220436516
BNB,Bull impulse → Choppy high-vol sideways,12,0.02316775757929398,0.0037652908785297257,0.08927043181235275,0.6666666666666666,0.25952330585778743
MIOTA,Bull impulse → Choppy high-vol sideways,13,0.021623536887398546,0.03237033384806556,0.05791566338106743,0.6153846153846154,0.37336250031571355
CRO,Bull impulse → Choppy high-vol sideways,2,0.015177085143859737,-0.050994407436523836,0.09358062224964908,0.5,0.16218192163086037
XRP,Bull impulse → Choppy high-vol sideways,16,0.012735408330873098,-0.02965957804020647,0.0961870958697466,0.5,0.13240246226083144
ETH,Bull impulse → Choppy high-vol sideways,12,0.012225448074672398,-0.005664799930900077,0.040672476862623166,0.5,0.30058282695606453
TRX,Bull impulse → Choppy high-vol sideways,14,0.010197103446330878,0.0017647275427470355,0.10797634233117963,0.5714285714285714,0.09443831145025114
XLM,Bull impulse → Choppy high-vol sideways,18,0.008011313153652746,-0.013153314452166942,0.10640213938089088,0.5,0.07529278264767225
EOS,Bull impulse → Choppy high-vol sideways,10,0.0076229744521976285,-0.006451879762007895,0.07472359391586594,0.5,0.10201562923727434
XEM,Bull impulse → Choppy high-vol sideways,23,-0.004871125210112307,-0.004318341963431838,0.06283177331312523,0.43478260869565216,-0.07752646397288225
XMR,Bull impulse → Choppy high-vol sideways,14,-0.0059770242155992625,-0.014745713125502213,0.0852512911613914,0.35714285714285715,-0.07011065913692739
DOGE,Bull impulse → Choppy high-vol sideways,25,-0.006707051222093679,-0.042098131711948206,0.10047476316321412,0.48,-0.0667535907618767
ADA,Bull impulse → Choppy high-vol sideways,10,-0.02395021825063929,-0.017514300423496332,0.0809120084543346,0.3,-0.2960032596911297
LINK,Bull impulse → Choppy high-vol sideways,21,-0.02684187494245103,-0.013756884286675763,0.08556938439544477,0.42857142857142855,-0.31368549782251254
LINK,Bull impulse → Sell-off / drawdown,2,0.08572049544998239,0.04206224882105136,0.06174208449206372,1.0,1.3883641304821972
MIOTA,Bull impulse → Sell-off / drawdown,2,0.06488169899770786,0.012383311979662498,0.07424393092363138,1.0,0.8738990270389417
BTC,Bull impulse → Sell-off / drawdown,2,0.04907760506517178,0.010583423711077344,0.05443899334340986,1.0,0.901515660945132
DOGE,Bull impulse → Sell-off / drawdown,8,0.04427822092164668,0.04399377366524693,0.114189422226904,0.625,0.3877611433540852
UNI,Bull impulse → Sell-off / drawdown,1,0.03872153820561852,0.03872153820561852,,1.0,
EOS,Bull impulse → Sell-off / drawdown,6,0.03811359801007375,0.034900678705898525,0.0818739216759352,0.6666666666666666,0.46551572503062716
SOL,Bull impulse → Sell-off / drawdown,2,0.03773606928447726,-0.016645663444159187,0.07690738397018648,0.5,0.4906690012899909
XEM,Bull impulse → Sell-off / drawdown,10,0.034816547132107314,0.038706503601842746,0.09419415428496544,0.6,0.3696253487958166
XRP,Bull impulse → Sell-off / drawdown,12,0.026747485232769957,0.0159027190118195,0.06667854670091894,0.6666666666666666,0.40114079499578137
CRO,Bull impulse → Sell-off / drawdown,1,0.006183162715389212,0.006183162715389212,,1.0,
LTC,Bull impulse → Sell-off / drawdown,6,0.002795031818683902,-0.027990985830922632,0.056269441801329284,0.5,0.0496722862215753
BNB,Bull impulse → Sell-off / drawdown,1,7.338421874356627E-4,7.338421874356627E-4,,1.0,
ETH,Bull impulse → Sell-off / drawdown,5,-0.005359875219535804,0.007989115209952047,0.10449014803926375,0.6,-0.051295507950871594
XLM,Bull impulse → Sell-off / drawdown,5,-0.014028478744041473,-0.025340171411334822,0.08504792416234332,0.4,-0.1649479265039236
ADA,Bull impulse → Sell-off / drawdown,1,-0.014154989190482525,-0.014154989190482525,,0.0,
TRX,Bull impulse → Sell-off / drawdown,3,-0.016600463652470143,-0.028892866772754378,0.14192891124249243,0.3333333333333333,-0.1169632283313119
XMR,Bull impulse → Sell-off / drawdown,7,-0.03904611417355278,-0.019849406048039087,0.09288606313692664,0.2857142857142857,-0.4203656916322691
AAVE,Bull impulse → Sell-off / drawdown,1,-0.057707518368785404,-0.057707518368785404,,0.0,
LINK,Calm / normal → Blow-off rally / parabolic,69,0.01232464251618298,0.010645784476478015,0.05444055107850237,0.5942028985507246,0.2263871741197302
BNB,Calm / normal → Blow-off rally / parabolic,79,0.009925022661258462,-2.584218756012113E-4,0.04798011254643275,0.4936708860759494,0.20685701084284705
AAVE,Calm / normal → Blow-off rally / parabolic,5,0.009370933516192715,0.004397936949743553,0.05135088792571598,0.6,0.18248824693642446
ETH,Calm / normal → Blow-off rally / parabolic,160,0.007591477778949511,-4.197461124126889E-4,0.04920519925634652,0.5,0.15428202494211743
DOT,Calm / normal → Blow-off rally / parabolic,20,0.006594690966975481,-0.00784307912494775,0.04631169316626982,0.45,0.14239796725416617
MIOTA,Calm / normal → Blow-off rally / parabolic,67,0.00652047389764716,-0.002794926255843988,0.057463932501288874,0.47761194029850745,0.11347072178711248
BTC,Calm / normal → Blow-off rally / parabolic,232,0.006343784951504967,0.0019403216320661443,0.036145917633407514,0.5560344827586207,0.1755048804084527
TRX,Calm / normal → Blow-off rally / parabolic,68,0.006013358072422981,-0.008508290712066824,0.057085816369188636,0.45588235294117646,0.10533891700055667
XRP,Calm / normal → Blow-off rally / parabolic,147,0.005917364964811172,-0.006524737641730449,0.05928180819241465,0.43537414965986393,0.0998175518804152
XLM,Calm / normal → Blow-off rally / parabolic,139,0.0051496288523531445,-0.0057726844142771405,0.057439430039466804,0.45323741007194246,0.08965320249199582
ADA,Calm / normal → Blow-off rally / parabolic,75,0.004601648366172847,-0.0022615019231135847,0.048601266724879494,0.48,0.09468165494989486
XMR,Calm / normal → Blow-off rally / parabolic,163,0.0033429260720171947,0.0027654530991938486,0.049531783397886595,0.5337423312883436,0.06749052512734338
DOGE,Calm / normal → Blow-off rally / parabolic,145,0.00316235042355768,-0.006678894883661357,0.05689648173886965,0.41379310344827586,0.05558077278084621
WBTC,Calm / normal → Blow-off rally / parabolic,73,0.0013445503567064056,-0.0014309538247836429,0.027459586135206878,0.4794520547945205,0.048964698524079774
ATOM,Calm / normal → Blow-off rally / parabolic,42,3.918056321402915E-4,-0.010903409269723996,0.05089168362381046,0.47619047619047616,0.00769881450644284
LTC,Calm / normal → Blow-off rally / parabolic,194,1.0142639501383761E-4,-0.0038405966064005703,0.04556190383176379,0.4381443298969072,0.0022261228457079426
EOS,Calm / normal → Blow-off rally / parabolic,78,-0.0027527236994296057,-0.00941718179703166,0.05312222774052717,0.358974358974359,-0.05181867960950631
CRO,Calm / normal → Blow-off rally / parabolic,67,-0.00573896391977125,-0.0023492037290475665,0.04113104761186115,0.4626865671641791,-0.13952875632849865
XEM,Calm / normal → Blow-off rally / parabolic,99,-0.007990874362907156,-0.013458445018680099,0.05903654418928587,0.3838383838383838,-0.1353547107582453
SOL,Calm / normal → Blow-off rally / parabolic,9,-0.00892700671221707,0.0011565895395014847,0.0862179392928865,0.5555555555555556,-0.10354001482094807
UNI,Calm / normal → Blow-off rally / parabolic,4,-0.013473205716317271,-0.020955297969474707,0.023184726606270908,0.25,-0.5811242006482447
XLM,Calm / normal → Bull impulse,1,0.16264976010722454,0.16264976010722454,,1.0,
XRP,Calm / normal → Bull impulse,3,0.13159227473194515,0.12194444508392,0.01862245085525477,1.0,7.066324177991494
ETH,Calm / normal → Bull impulse,1,0.08197851586094618,0.08197851586094618,,1.0,
XEM,Calm / normal → Choppy high-vol sideways,2,0.06399894548252083,0.007535391057477803,0.07985152444768724,1.0,0.8014743102925751
BNB,Calm / normal → Choppy high-vol sideways,2,0.06011175810885794,0.05210870733132822,0.011318022949943071,1.0,5.311153579977526
ETH,Calm / normal → Choppy high-vol sideways,3,0.04729109039973493,0.03272651765161516,0.027428515512714004,1.0,1.7241578523567553
CRO,Calm / normal → Choppy high-vol sideways,1,0.03868402225766365,0.03868402225766365,,1.0,
EOS,Calm / normal → Choppy high-vol sideways,2,0.02095090742200304,-0.024639930859755355,0.06447518181802121,0.5,0.3249453019168863
XMR,Calm / normal → Choppy high-vol sideways,6,0.00945770317024989,-0.024503150870057055,0.060996276294482975,0.3333333333333333,0.15505377942399617
LTC,Calm / normal → Choppy high-vol sideways,4,0.004979038267408198,-0.01570324286436975,0.05052420485515893,0.5,0.09854758291955183
LINK,Calm / normal → Choppy high-vol sideways,1,-0.003065408974909367,-0.003065408974909367,,0.0,
XRP,Calm / normal → Choppy high-vol sideways,4,-0.010097526632885531,-0.015004568303734978,0.03919724846765112,0.5,-0.2576080471877729
XLM,Calm / normal → Choppy high-vol sideways,2,-0.010569921119050862,-0.035574319548341116,0.035361559377682796,0.5,-0.2989099266284534
SOL,Calm / normal → Choppy high-vol sideways,1,-0.037945632714938726,-0.037945632714938726,,0.0,
BTC,Calm / normal → Choppy high-vol sideways,1,-0.072981899673918,-0.072981899673918,,0.0,
UNI,Calm / normal → Sell-off / drawdown,4,0.054663426397230985,0.05539011299782004,0.05266445024403566,0.75,1.0379568407898023
WBTC,Calm / normal → Sell-off / drawdown,48,0.01846419773432247,0.007693736183348676,0.046699573529042485,0.5833333333333334,0.39538257716292796
BNB,Calm / normal → Sell-off / drawdown,73,0.009138510387766847,0.01468137550150539,0.0527334736682786,0.6438356164383562,0.1732961959846018
BTC,Calm / normal → Sell-off / drawdown,167,0.006027873774037116,0.008885880311280125,0.04343588971028149,0.5808383233532934,0.13877633943366166
MIOTA,Calm / normal → Sell-off / drawdown,58,0.005117241958106641,0.01044156402691132,0.05297032202852261,0.603448275862069,0.09660583062627391
XLM,Calm / normal → Sell-off / drawdown,117,0.002908249312817875,0.00982938253060972,0.04988314881272963,0.5897435897435898,0.058301237633092674
DOT,Calm / normal → Sell-off / drawdown,17,0.002613697642126894,0.014656690068096445,0.062171273101693764,0.5294117647058824,0.0420402786002413
ADA,Calm / normal → Sell-off / drawdown,78,0.0024189841079103624,0.012443751610533127,0.06553101763638665,0.6153846153846154,0.036913574596577015
LINK,Calm / normal → Sell-off / drawdown,42,0.0021039646245150736,0.011611842450862109,0.06166050169083559,0.5714285714285714,0.03412175650247392
XEM,Calm / normal → Sell-off / drawdown,94,0.0020192898420042958,0.010620643878777702,0.05501452043111973,0.5851063829787234,0.03670467044300647
XMR,Calm / normal → Sell-off / drawdown,114,0.0017148669193986644,0.007744612885943587,0.05381486074155077,0.5789473684210527,0.03186604770073493
AAVE,Calm / normal → Sell-off / drawdown,8,5.099007656349519E-4,-0.011713241939396823,0.060077038002319796,0.5,0.008487448492638114
CRO,Calm / normal → Sell-off / drawdown,45,-5.603479275770182E-4,4.7318970018794815E-4,0.04286786399845582,0.5111111111111111,-0.013071515007073901
ETH,Calm / normal → Sell-off / drawdown,111,-0.002250195852698999,0.006443301029174897,0.05222601627637892,0.5765765765765766,-0.04308572648526383
TRX,Calm / normal → Sell-off / drawdown,54,-0.0026732691615409645,0.0016786129755992363,0.05722642309328951,0.5925925925925926,-0.04671389573279896
XRP,Calm / normal → Sell-off / drawdown,139,-0.004308870521782491,-0.004345293943315731,0.048806801080244586,0.4748201438848921,-0.08828422323147464
LTC,Calm / normal → Sell-off / drawdown,145,-0.0053729974266113764,0.001933745456063507,0.05164215532696361,0.5241379310344828,-0.10404285786666238
ATOM,Calm / normal → Sell-off / drawdown,39,-0.005448137505457388,0.0026438671803692415,0.05708547556904975,0.5384615384615384,-0.09543824328602468
DOGE,Calm / normal → Sell-off / drawdown,104,-0.006507493185076688,-0.005537482873675614,0.045348532969603964,0.4519230769230769,-0.14349953039139116
EOS,Calm / normal → Sell-off / drawdown,67,-0.007425643183423117,0.0068876100134034335,0.06103262156355691,0.5373134328358209,-0.12166679053250812
SOL,Calm / normal → Sell-off / drawdown,7,-0.03442751010179606,-0.041364802032044956,0.03867336628798509,0.14285714285714285,-0.8902123969614686
DOT,Choppy high-vol sideways → Blow-off rally / parabolic,10,0.032473057749495694,0.015841015155271698,0.07545213850547357,0.8,0.4303795544130268
XRP,Choppy high-vol sideways → Blow-off rally / parabolic,42,0.030121965691694442,0.010964080914305896,0.07379066432902803,0.6190476190476191,0.4082083548859575
AAVE,Choppy high-vol sideways → Blow-off rally / parabolic,17,0.029844960926962125,0.03173454963330613,0.08137207948687515,0.7058823529411765,0.3667715156741932
CRO,Choppy high-vol sideways → Blow-off rally / parabolic,23,0.018905529951730178,0.0031399392448498986,0.05503733689506963,0.5217391304347826,0.34350371980704936
DOGE,Choppy high-vol sideways → Blow-off rally / parabolic,40,0.01707021804274535,-0.003185964667493657,0.07681620613110142,0.45,0.22222157149510596
MIOTA,Choppy high-vol sideways → Blow-off rally / parabolic,43,0.015701753144843896,0.002398642849455901,0.07229956665544186,0.5116279069767442,0.21717631060880022
TRX,Choppy high-vol sideways → Blow-off rally / parabolic,37,0.015627407079141894,0.006519327086965454,0.07753640524589274,0.5675675675675675,0.20154928552055498
BNB,Choppy high-vol sideways → Blow-off rally / parabolic,41,0.008903950503656178,0.003478277638458427,0.06395600009796876,0.5121951219512195,0.13921994011534453
LTC,Choppy high-vol sideways → Blow-off rally / parabolic,62,0.00867762209747139,-0.002321314056532575,0.06400532585398583,0.5,0.13557656307019653
XMR,Choppy high-vol sideways → Blow-off rally / parabolic,76,0.007704608456693857,0.0010230362499552004,0.06668602438931671,0.5131578947368421,0.11553557926491352
XEM,Choppy high-vol sideways → Blow-off rally / parabolic,69,0.007454429751017772,-0.0077506222546546155,0.08220315797887343,0.4492753623188406,0.09068300944026497
XLM,Choppy high-vol sideways → Blow-off rally / parabolic,59,0.005257237947556691,-0.008572204308265441,0.07444715933499257,0.4745762711864407,0.07061703891078647
LINK,Choppy high-vol sideways → Blow-off rally / parabolic,53,0.0047122468202865555,-0.005812318285201901,0.0696256764091129,0.4716981132075472,0.06767972769984892
ADA,Choppy high-vol sideways → Blow-off rally / parabolic,47,0.0034167798750385342,-0.0036919403860666833,0.07917113659915066,0.46808510638297873,0.04315688799995312
